,Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Popularity,ID,TMDB Rating,Rating Count,Last Episode Rating,Last Air Date,First Air Date,# of Seasons,# of Episodes,Genre,Language,Country,In Production,Origin Network,Similar_1,Similar_2
1538,Crime Time,2018,,6.6,,1,0,0,0,0.718,81687,4,3,,2018-08-23,2018-08-19,1,4,,,,,,,
1539,Happy Jail,2019,18+,8.0,,1,0,0,0,1.136,92381,0,0,,2019-08-14,2019-08-14,1,5,,en,,,,,
1540,All About Love,2010,,6.3,,1,0,0,0,,,,,,,,,,,,,,,,
1541,Blazing Transfer Students,2017,,7.3,,1,0,0,0,1.536,75009,7.5,2,,2017-11-10,2017-11-10,1,8,,ja,JP,False,Netflix,,
1542,72 Cutest Animals,2016,,5.7,,1,0,0,0,1.812,73229,5.3,3,,2016-01-01,2016-01-01,1,12,,de,AU,False,ABC,Planet Earth II,Life
1543,The Unknown Hitman: The Story of El Cholo Adrián,2017,,7.2,,1,0,0,0,3.422,83024,0,0,,2019-05-05,2017-06-10,2,13,,,,,,,
1544,Terrorism Close Calls,2018,,5.8,,1,0,0,0,1.4,83462,5.5,2,,2018-10-26,2018-10-26,1,10,,en,US,True,Netflix,,
1545,Robocar Poli,2011,,6.4,,1,0,0,0,2.713,61194,6.5,2,,2015-11-24,2011-02-28,4,104,,ko,KR,True,EBS 1,,
1546,La Esquina del Diablo,2015,,7.8,,1,0,0,0,1.248,105801,0,0,,2016-07-14,2016-07-14,1,1,,,,,,,
1547,Gunslinger Girl: Il Teatrino,2008,16+,7.0,,1,0,0,0,4.642,31731,7.5,21,,2008-03-31,2003-10-08,2,26,,ja,JP,False,Fuji TV,アカメが斬る!,ワンパンマン
1548,Agent,2019,,6.4,,1,0,0,0,43.235,61550,7.6,742,,2016-03-01,2015-01-06,2,18,,en,US,False,ABC,Marvel's Daredevil,Marvel's Luke Cage
1549,Voice,2009,,7.4,,1,0,0,0,39.671,103783,8,11,,2020-08-21,2020-07-10,1,9,,en,US,True,Apple TV+,Boy Meets World,21 Jump Street
1550,Mahi Way,2010,,7.8,,1,0,0,0,0.62,31819,8,1,,,,0,0,,en,IO,True,Sony Entertainment Television,,
1551,Narcoworld: Dope Stories,2019,,6.6,,1,0,0,0,1.982,95661,0,0,,2019-11-22,2019-11-22,1,4,,en,,,,,
1552,The Good Bandit,2019,18+,7.4,,1,0,0,0,,,,,,,,,,,,,,,,
1553,Reno My Reno,2015,,8.3,,1,0,0,0,,,,,,,,,,,,,,,,
1554,Follow This,2018,18+,4.8,,1,0,0,0,1.007,81852,4.5,4,,2018-11-01,2018-08-23,1,20,,en,US,True,Netflix,Broke,
1555,Fugitiva,2018,18+,5.6,,1,0,0,0,7.927,78597,6.4,9,,2018-06-07,2018-04-05,1,10,,es,ES,False,Netflix,,
1556,Jack Hanna's Into the Wild,2007,,7.7,,1,1,0,0,0.84,31822,0,0,,,,0,0,,en,,,,,
1557,Tijuana,2019,16+,7.1,,1,0,0,0,5.672,88189,7,3,,2019-04-05,2019-04-05,1,11,,es,MX,True,Netflix,,
1558,No Time for Shame,2019,,5.3,,1,0,0,0,1.4,95183,0,0,,2019-11-19,2019-11-19,1,6,,es,,,,Project Runway,Queer Eye
1559,Lily's Driftwood Bay,2014,all,7.9,,1,0,0,0,0.6,82072,0,0,,2014-05-19,2014-05-19,2,,,,,,,,
1560,Blood & Treasures,2016,,8.0,,1,0,0,0,53.869,10545,7.5,981,,2014-08-24,2008-09-07,7,80,,en,US,False,HBO,The Vampire Diaries,Bitten
1561,Tamra Island,2009,16+,7.5,,1,0,0,0,1.469,45466,0,0,,2009-09-27,2009-08-08,1,16,,ko,KR,False,MBC,幻城,The Bachelor
1562,Polly Pocket,2018,7+,6.4,,1,1,0,0,1.4,89095,0,0,,2018-11-25,2018-07-01,1,26,,en,CA,True,Family Channel,,
1563,Tiffany Haddish Presents: They Ready,2019,,6.3,,1,0,0,0,0.696,92379,5.5,2,,2019-08-14,2019-08-14,1,6,,en,,,,,
1564,Delhis vackraste händer,2017,,7.0,,1,0,0,0,0.912,76247,7,2,,2017-01-14,2017-01-01,1,3,,en,SE,False,SVT1,,
1565,Edge of the Universe,2002,,,,1,0,0,0,,,,,,,,,,,,,,,,
1566,Tempel,2016,,7.0,,1,0,0,0,0.6,84637,8,2,,2016-11-29,2016-11-29,1,6,,de,DE,False,ZDFneo,,
1567,Street Fighter,1995,,5.9,,1,0,0,0,8.715,61873,6.4,76,,2014-05-23,2014-05-23,1,12,,ja,GB,False,YouTube,ドラゴンボールゼット,Mortal Kombat: Legacy
1568,In Family We Trust,2018,,8.0,,1,0,0,0,0.734,83792,7.8,4,,2018-11-10,2018-09-14,1,18,,th,,,,,
1569,The Naked Truth,2016,16+,6.6,,1,0,0,0,8.332,11894,7.2,5,,1998-05-25,1995-09-13,3,55,,en,US,False,ABC,Just Shoot Me!,The Great Indoors
1570,Premier League Legends,2014,,,,1,0,0,0,1.278,79200,8.5,2,,2015-01-31,2015-01-31,1,10,,en,GB,False,ESPN Classic,Mr. Bean: The Animated Series,Self Made: Inspired by the Life of Madam C.J. Walker
1571,The Dearest Lady,2015,,6.4,,1,0,0,0,2.07,65335,9.5,2,,2016-01-18,2015-12-07,1,31,,ko,KR,False,MBC,,
1572,Masha's Tales,2016,all,,,1,0,0,0,2.418,55397,5,1,,2012-01-01,2012-01-01,2,36,,es,,,,,
1573,Cloudy with a Chance of Meatballs,2017,all,3.3,,1,0,0,0,6.581,70967,4.8,4,,2018-06-30,2017-02-20,2,103,,en,CA,True,YTV,Goosebumps,The Fairly OddParents
1574,Corazón Valiente,2017,,,,1,1,0,0,12.621,33987,6.2,6,,2016-02-09,2012-03-06,1,206,,en,US,False,Telemundo,,
1575,Back Street Girls: Goku Dolls,2018,,6.6,,1,0,0,0,6.263,80613,6.8,10,,2018-09-04,2018-07-03,1,10,,ja,JP,False,Netflix,,
1576,Battlefield Recovery,2016,,6.5,,1,0,1,0,,,,,,,,,,,,,,,,
1577,Non Summit,2014,,7.2,,1,0,0,0,19.474,62424,8.3,3,,2017-12-04,2014-07-07,2,177,,ko,KR,False,JTBC,,
1578,Green Door,2019,18+,6.1,,1,0,0,0,2.066,87663,7.5,2,,2019-02-16,2019-02-16,1,6,,zh,TW,False,PTS,The Haunting,Mindhunter
1579,Nailed It! Germany,2020,,5.6,,1,0,0,0,1.168,98033,0,0,,2020-01-17,2020-01-17,1,6,,de,DE,True,Netflix,,
1580,Ruta 35,2016,,7.4,,1,0,0,0,1.4,107216,0,0,,2016-01-12,2016-01-12,1,1,,,,,,,
1581,After the Raves,2016,,5.9,,1,0,0,0,,,,,,,,,,,,,,,,
1582,Simon,1995,all,7.3,,1,0,0,0,21.719,2102,7.1,38,,1989-03-02,1981-11-24,8,157,,en,US,False,CBS,Mannix,Remington Steele
1583,Daughters of Destiny,2017,,,,1,0,0,0,1.4,73073,7.6,5,,2017-07-28,2017-07-28,1,4,,en,IN,False,Netflix,,
1584,Monty Python's Best Bits (mostly),2014,,7.5,,1,0,0,0,,,,,,,,,,,,,,,,
1585,Cooking on High,2018,,4.9,,1,0,0,0,1.477,80357,7.5,4,,2018-06-22,2018-06-22,1,12,,en,US,True,Netflix,MasterChef Australia,MasterChef
1586,What's for Sale? With a View,2015,,6.8,,1,0,0,0,,,,,,,,,,,,,,,,
1587,Ella the Elephant,2013,,,,1,0,0,0,,,,,,,,,,,,,,,,
1588,Inside the Freemasons,2017,,5.5,,1,0,0,0,1.253,85431,4.2,5,,2017-05-15,2017-04-17,1,5,,en,GB,False,Sky One,Greek,シャーロット
1589,Stand Up and Away! with Brian Regan,2018,16+,5.8,,1,0,0,0,,,,,,,,,,,,,,,,
1590,Poh & Co,2015,,7.4,,1,0,0,0,0.6,52413,0,0,,,,0,0,,,,,,,
1591,The Cravings,2017,,7.2,,1,0,0,0,0.6,92605,0,0,,2013-11-17,2013-11-17,1,1,,ko,KR,False,YouTube,밥 잘 사주는 예쁜 누나,대장금
1592,ARASHI's Diary -Voyage-,2019,,6.0,,1,0,0,0,0.746,102355,0,0,,2020-07-28,2019-12-31,1,11,,ja,JP,True,Netflix,,
1593,Styling Hollywood,2019,16+,7.3,,1,0,0,0,1.138,93059,0,0,,2019-08-30,2019-08-30,1,8,,en,US,True,Netflix,,
1594,The Crime,2015,,6.2,,1,0,0,0,1.4,20869,0,0,,2002-01-13,1991-04-03,3,23,,en,US,True,CTV,Robert Montgomery Presents,Matinee Theater
1595,Mega Builders,2010,,7.0,,1,0,0,0,1.094,39266,0,0,,2010-12-23,2005-09-18,6,36,,en,US,True,Discovery,The Universe,Superquark
1596,Edha,2018,18+,4.7,,1,0,0,0,9.191,78087,5.7,3,,2018-03-16,2018-03-16,1,10,,es,AR,True,Netflix,,
1597,Hidden Singer,2012,,6.2,,1,0,0,0,6.924,72993,6,1,,2020-09-04,2012-12-21,6,89,,ko,KR,True,JTBC,American Idol,RuPaul's Drag Race
1598,Cold Water Cowboys,2015,,6.9,,1,0,0,0,0.6,71341,7,2,,2017-04-10,,1,1,,en,,,,,
1599,StoryBots Super Songs,2016,,8.4,,1,0,0,0,1.4,103520,9,1,,2016-10-07,2016-10-07,1,5,,,,,,,
1600,Alien Deep with Bob Ballard,2012,,6.7,,1,0,0,0,1.4,49952,8,2,,2012-12-18,2012-11-20,1,5,,,,,,,
1601,Love At Seventeen,2016,,6.4,,1,0,0,0,1.4,67511,6,2,,2016-07-23,2016-04-16,1,15,,zh,TW,False,TTV Main Channel,幻城,너도 인간이니
1602,"Food, Booze & Tattoos",2015,,7.0,,1,0,0,0,0.6,105578,0,0,,2015-09-09,2015-09-09,1,1,,,,,,,
1603,Nailed It! Mexico,2019,,6.3,,1,0,0,0,2.518,86636,5,3,,2020-08-07,2019-02-08,2,12,,es,,,,,
1604,Pororo the Little Penguin,2003,all,5.8,,1,1,1,0,0.84,19845,0,0,,,2003-11-27,3,152,,en,,,,,
1605,Winsanity,2016,,6.1,,1,0,0,0,,,,,,,,,,,,,,,,
1606,YooHoo to the Rescue,2019,all,6.6,,1,0,0,0,0.6,87848,6,1,,2019-03-15,2019-03-15,1,26,,en,,,,,
1607,Llama Llama,2018,all,6.1,,1,0,0,0,2.439,76663,7,3,,2019-11-15,2018-01-26,2,48,,en,US,True,Netflix,,
1608,Care Bears: Welcome to Care-a-Lot,2012,all,5.4,,1,0,0,0,2.296,65268,5.7,6,,2012-12-08,2012-06-02,1,26,,en,,,,,
1609,Monkey Twins,2018,,7.6,,1,0,0,0,0.891,81079,6,1,,2018-07-21,2018-06-02,1,8,,th,TH,False,ONE 31,,
1610,Richie Rich,2015,all,3.2,,1,0,0,0,3.357,3026,4.3,16,,1983-10-01,1980-11-08,4,38,,en,US,True,ABC,,
1611,Bad Trips Abroad,2013,,5.1,,1,0,0,0,0.6,75988,5,2,,2014-11-12,2013-06-17,2,20,,en,CA,True,T+E,,
1612,Auntie Duohe,2009,,8.5,,1,0,0,0,,,,,,,,,,,,,,,,
1613,El Vato,2016,,6.7,,1,0,0,0,1.959,68568,7.7,3,,2017-11-26,2016-04-17,2,23,,,,,,,
1614,Dariba Diaries,2014,,7.0,,1,0,0,0,,,,,,,,,,,,,,,,
1615,Justin Time,2011,all,6.7,,1,0,0,0,1.4,51795,7,2,,2013-03-29,2011-11-14,2,52,,,,,,,
1616,Devlok with Devdutt Pattanaik,2015,all,8.1,,1,0,0,0,,,,,,,,,,,,,,,,
1617,Buddi,2020,,8.2,,1,0,0,0,0.962,100746,0,0,,2020-03-20,2020-03-20,1,16,,,,,,,
1618,Top 10 Architecture,2016,all,7.0,,1,0,0,0,0.6,90384,0,0,,2016-08-03,2016-06-01,1,10,,,,,,,
1619,Lookalikes,2016,,6.2,,1,0,0,0,0.63,76743,8,1,,2016-04-22,2016-04-08,1,4,,,,,,,
1620,Ponysitters Club,2018,,6.7,,1,0,0,0,1.988,79892,8,3,,2018-11-16,2018-08-10,2,20,,en,US,True,Netflix,,
1621,The Ollie & Moon Show,2017,all,8.2,,1,0,0,0,1.354,90422,0,0,,2018-05-19,2017-05-27,1,52,,fr,FR,True,Universal Kids,,
1622,Vai Anitta,2018,,5.3,,1,0,0,0,1.4,83653,7.8,4,,2018-11-16,2018-11-16,1,6,,en,BR,False,Netflix,,
1623,P. King Duckling,2018,all,6.2,,1,0,0,0,0.6,84408,0,0,,2018-11-25,2018-11-18,1,2,,,,,,,
1624,Lion Pride,2017,,7.3,,1,0,0,0,1.183,77296,8,1,,2018-04-28,2017-12-02,1,25,,zh,TW,False,TTV Main Channel,,
1625,Love and Fortune,2018,,7.5,,1,0,0,0,2.383,87548,5.3,3,,2018-11-30,2018-09-14,1,12,,ja,JP,False,TV Tokyo,꽃보다 남자,君に届け
1626,Women Behind Bars,2008,16+,6.5,,1,0,0,0,0.843,29180,0,0,,2010-07-27,2008-03-04,3,36,,en,US,False,Bio.,,
1627,Oh Yuck!,2017,,7.4,,1,0,0,0,0.974,97726,8.5,2,,2017-08-15,2017-06-30,1,26,,,,,,,
1628,Bible's Buried Secrets,2011,all,5.2,,1,0,0,0,0.874,31765,8,1,,2011-03-29,2011-03-15,1,3,,en,GB,False,BBC Two,Jesus of Nazareth,The Bible
1629,Emergency,2015,16+,7.5,,1,0,0,0,12.807,5375,8,24,,1979-07-03,1972-01-22,7,132,,en,US,False,NBC,Third Watch,9-1-1
1630,Fifty,2017,,8.5,,1,0,0,0,3.467,28681,0,0,,1983-08-19,1983-07-04,3,96,,,,,,,
1631,Psiconautas,2015,,7.0,,1,0,0,0,1.4,79311,0,0,,2018-04-15,2015-06-01,2,20,,es,,,,,
1632,Station Horizon,2015,7+,7.2,,1,0,0,0,1.4,69905,8,2,,2015-02-28,2015-02-28,1,7,,fr,CH,True,RTS Un,Succession,Perry Mason
1633,The Sound of Your Heart: Reboot,2018,7+,5.6,,1,0,0,0,1.539,84155,5.3,3,,2018-12-03,2018-10-29,2,20,,ko,KR,False,Netflix,ゴッド・オブ・ハイスクール,치즈인더트랩
1634,Maya the Bee,2013,all,5.7,,1,0,0,0,2.313,61740,5.7,7,,2017-11-28,2013-04-01,4,129,,de,DE,True,KiKa,La classe ouvrière,
1635,I Am Me!,2015,,8.2,,1,0,0,0,1.4,70542,8.5,2,,2016-05-19,2016-03-03,1,13,,es,,,,,
1636,Unplanned America,2014,,7.8,,1,0,1,0,,,,,,,,,,,,,,,,
1637,Care Bears and Cousins,2015,all,6.7,,1,0,0,0,1.793,76004,9,3,,2015-12-30,2015-12-18,2,12,,en,US,True,Netflix,,
1638,H2O - Abenteuer Meerjungfrau,2015,7+,6.0,,1,0,0,0,,,,,,,,,,,,,,,,
1639,Prince of Peoria,2018,all,5.4,,1,0,0,0,5.416,84111,8.2,5,,2019-04-15,2018-11-16,2,24,,en,US,True,Netflix,Blackadder,The Dragon Prince
1640,Hunters of the South Seas,2015,,8.1,,1,0,0,0,,,,,,,,,,,,,,,,
1641,Whisker Wars,2011,,5.4,,1,0,0,0,1.375,46611,6,1,,2012-12-28,2011-08-05,2,6,,en,US,True,,,
1642,Harvey Street Kids,2018,7+,6.1,,1,0,0,0,2.784,80592,8.2,5,,2020-01-10,2018-06-29,4,52,,en,US,True,Netflix,,
1643,LEGO Elves,2017,,6.5,,1,0,0,0,2.751,73673,7.5,6,,2017-09-01,2017-09-01,1,8,,,,,,,
1644,Chuck & Danny's Road Trip,2017,,6.9,,1,0,0,0,38.205,1404,7.7,485,,2012-01-27,2007-09-24,5,91,,en,US,False,NBC,The O.C.,Scorpion
1645,Serial Killer with Piers Morgan,2017,,3.7,,1,0,0,0,0.711,85471,3.3,3,,2019-06-27,2017-11-16,2,5,,en,GB,False,ITV,,
1646,Scams,2019,,6.2,,1,0,0,0,0.6,23434,0,0,,2010-11-02,2008-08-26,2,6,,,,,,,
1647,Martin Clunes: A Man and His Dogs,2008,,7.9,,1,0,0,0,,,,,,,,,,,,,,,,
1648,Sadqay Tumhare,2014,7+,7.4,,1,0,0,0,1.171,93920,5,1,,2015-04-10,2014-10-10,1,27,,pa,PK,False,Hum TV,The Wonder Years,Mindhunter
1649,Rebel Without a Kitchen,2013,,5.6,,1,0,0,0,,,,,,,,,,,,,,,,
1650,Scaredy Squirrel,2011,all,4.1,,1,0,0,0,5.471,38997,4,1,,2013-08-17,2011-04-01,3,104,,en,CA,False,YTV,,
1651,True and the Rainbow Kingdom,2017,all,6.9,,1,0,0,0,4.479,73275,8.3,6,,2019-08-30,2017-08-11,3,19,,en,,,,,
1652,Yoko,2016,,7.1,,1,0,0,0,0.6,96023,0,0,,2016-09-12,2016-09-12,1,1,,en,,,,,
1653,Larva,2011,all,7.4,,1,0,0,0,3.081,83248,7.5,4,,2019-03-01,2018-10-19,2,26,,en,KR,False,Netflix,,
1654,The Bear Family and Me,2011,,8.2,,1,0,0,0,1.094,34931,0,0,,2011-01-05,2011-01-03,1,3,,en,GB,False,BBC Two,Our Planet,NOVA
1655,ID-0,2017,16+,6.0,,1,0,0,0,5.249,71007,0,0,,2017-06-27,2017-04-09,1,12,,ja,,,,ダーリン・イン・ザ・フランキス,ガンダムビルドファイターズ
1656,Super 4,2014,,7.1,,1,0,0,0,1.159,82434,8,2,,2016-01-15,2014-08-02,2,92,,fr,DE,False,France 3,,
1657,Tayo the Little Bus,2010,,5.5,,1,1,1,0,8.282,45039,0,0,,2019-02-20,2010-08-23,5,130,,ko,KR,True,EBS 1,,
1658,Bo on the Go!,2007,all,5.2,,1,0,0,0,1.4,20413,6,2,,,,3,55,,es,CA,True,CBC Television,,
1659,Small Shots,2017,18+,7.0,,1,0,0,0,0.841,11585,0,0,,2003-03-14,2001-08-22,2,13,,,,,,,
1660,Backroad Bounty,2014,,7.6,,1,0,0,0,0.603,70969,0,0,,2017-03-29,,1,1,,,,,,,
1661,Cloroformo,2012,,7.5,,1,0,0,0,1.4,80778,7,1,,2012-04-02,2012-04-02,1,,,,,,,,
1662,Droppin' Cash: Los Angeles,2018,16+,3.5,,1,0,0,0,,,,,,,,,,,,,,,,
1663,Strong Woman Do Bong Soon,2017,,,,1,0,0,0,15.189,68814,7.9,60,,2017-04-15,2017-02-24,1,16,,ko,KR,False,JTBC,幻城,Afili Aşk
1664,Against the Tide,2014,,7.7,,1,0,0,0,0.6,35428,0,0,,,,0,0,,,,,,,
1665,Littlest Pet Shop: A World of Our Own,2018,all,6.4,,1,0,0,0,,,,,,,,,,,,,,,,
1666,The Outsiders,2004,16+,7.4,,1,0,0,0,2.852,8108,10,1,,1990-07-22,1990-03-25,1,13,,en,US,False,FOX,Pretty Little Liars,Heartbreak High
1667,Office Girls,2011,,6.6,,1,0,0,0,4.991,40480,6.5,2,,2012-02-12,2011-08-21,1,40,,zh,TW,False,TTV Main Channel,,
1668,Mega Food,2019,,6.5,,1,0,0,0,0.6,95797,0,0,,2013-02-21,2019-02-01,1,6,,en,GB,False,National Geographic,,
1669,Cabins in the Wild with Dick Strawbridge,2017,7+,6.6,,1,0,0,0,1.208,90219,6.7,3,,2017-06-11,2017-05-21,1,4,,en,,,,The Wild Thornberrys,The Legend of Tarzan
1670,Ask the Doctor,2017,,6.5,,1,0,0,0,2.173,71711,7,4,,2019-06-26,2017-05-16,3,25,,en,AU,True,ABC,,
1671,Cocaine,2005,,7.0,,1,0,0,0,0.6,98946,0,0,,2020-01-14,2020-01-07,1,2,,nl,,,,,
1672,Black Crows,1983,,4.4,,1,0,0,0,2.106,80002,6,1,,2018-04-30,2018-04-30,1,30,,ar,,,,,
1673,Inside the Mind of a Serial Killer,2015,,,,1,0,1,0,0.851,99653,0,0,,2016-09-16,2016-09-16,1,1,,,,,,,
1674,Commandos,2013,,6.6,,1,0,0,0,8.377,93739,10,1,,2020-09-06,2020-08-30,1,10,,nl,NL,True,NPO 3,,
1675,Jusqu'à l'Aube,2020,18+,3.4,,1,0,0,0,1.4,97584,1.5,2,,2020-01-10,2020-01-10,1,8,,fr,FR,True,Netflix,,
1676,Driven to Kill,2014,,6.4,,1,0,0,0,,,,,,,,,,,,,,,,
1677,Hairy Bikers: Chicken & Egg,2016,,6.6,,1,0,0,0,0.6,68104,7.5,2,,2016-10-04,2016-09-06,1,6,,,,,,食戟のソーマ,Hell's Kitchen
1678,Dwelling Narrowness,2009,,7.3,,1,0,0,0,2.818,78510,8,2,,2009-06-26,2009-05-11,1,35,,zh,,,,,
1679,Transformers: Rescue Bots Academy,2019,all,6.8,,1,0,0,0,1.285,85521,10,1,,2019-01-05,2019-01-05,1,1,,,,,,,
1680,Nailed It! Spain,2019,,5.4,,1,0,0,0,1.297,94884,10,1,,2019-10-25,2019-10-25,1,6,,es,US,True,Netflix,,
1681,Poppy Cat,2013,all,5.1,,1,0,0,0,5.638,40157,0,0,,2011-07-11,2013-01-23,1,48,,en,GB,False,Universal Kids,Garfield and Friends,Tom and Jerry Tales
1682,Happy 300 Days,2013,,4.3,,1,0,0,0,1.345,57239,0,0,,2013-03-08,2013-03-08,1,1,,zh,TW,False,TTV Main Channel,Jane the Virgin,Afili Aşk
1683,Miss Rose,2012,all,6.0,,1,0,0,0,3.606,46539,3,4,,2012-12-30,2012-07-22,1,23,,zh,TW,False,TTV Main Channel,Prince of Wolf 狼王子,幻城
1684,Russell Peters vs. the World,2013,18+,5.5,,1,0,0,0,1.301,61804,6.4,5,,2013-10-08,2013-10-08,1,4,,en,US,True,Netflix,,
1685,Jojo's World,2017,,7.5,,1,0,0,0,,,,,,,,,,,,,,,,
1686,The Truth Seekers,2016,,7.5,,1,0,0,0,0.85,81024,0,0,,2016-05-30,2016-04-28,1,23,,zh,SG,True,MediaCorp Channel 8,,
1687,Invizimals,2014,7+,5.0,,1,0,0,0,1.4,80277,0,0,,2014-01-01,2014-11-29,1,16,,ca,,,,,
1688,Part-Time Idol,2017,7+,7.2,,1,0,0,0,0.946,75552,8.5,4,,2017-12-18,2017-12-10,1,2,,ko,KR,False,SBS,Nicky Jam: El Ganador,エンジェルビーツ!
1689,Secrets of the SAS: In Their Own Words,2016,,7.8,,1,0,0,0,,,,,,,,,,,,,,,,
1690,Tech Toys 360,2011,,8.3,,1,0,0,0,,,,,,,,,,,,,,,,
1691,Life Plan A and B,2017,7+,7.6,,1,0,0,0,0.853,69924,0,0,,2017-01-07,2017-01-27,1,7,,zh,TW,False,GTV,,
1692,When I See You Again,2015,,7.1,,1,0,0,0,1.218,95345,0,0,,2016-01-03,2015-05-31,1,32,,zh,TW,False,Netflix,,
1693,Operation Proposal,2012,,6.6,,1,0,0,0,1.58,63220,7,2,,2012-03-29,2012-02-08,1,16,,ko,KR,False,TV Chosun,,
1694,Vinnie Jones' Toughest Cops,2009,,7.0,,1,0,1,0,,,,,,,,,,,,,,,,
1695,Tip the Mouse,2014,,6.5,,1,0,0,0,1.4,70014,8,3,,2015-07-09,2014-02-06,9,132,,,,,,Mickey Mouse,Biker Mice from Mars
1696,Easy Fortune Happy Life,2009,,5.6,,1,0,0,0,1.4,47271,6,2,,2009-12-06,2009-06-07,1,27,,zh,TW,False,TTV Main Channel,Poldark,Reign
1697,Mary Portas: Secret Shopper,2011,,6.6,,1,0,1,0,0.654,38528,8.5,2,,2011-02-09,2011-01-19,1,4,,,,,,,
1698,Motorway Cops,2008,,6.2,,1,0,0,0,1.96,73250,6.3,3,,2015-09-10,2008-09-25,7,30,,en,GB,False,BBC One,Easy Ways to Live Well,The Twinstitute
1699,Gordon Buchanan: Elephant Family & Me,2016,7+,7.7,,1,0,0,0,0.852,86316,0,0,,2016-12-27,2016-12-26,1,2,,en,GB,False,BBC Two,Our Planet,NOVA
1700,Borges Importadora,2018,,6.2,,1,0,0,0,,,,,,,,,,,,,,,,
1701,Splash and Bubbles,2016,all,6.3,,1,0,0,0,0.966,73371,5.3,3,,2017-09-28,2016-11-23,1,58,,,,,,,
1702,Unriddle,2012,,7.6,,1,0,0,0,0.844,33439,0,0,,2010-08-04,2010-08-04,1,1,,zh,SG,False,Ntv7,,
1703,Yours Fatefully,2012,,6.5,,1,0,0,0,0.62,44752,6,1,,,,0,0,,en,SG,True,MediaCorp Channel 8,,
1704,Buy Herself,2012,,6.2,,1,0,0,0,0.65,46785,7,2,,,,0,0,,,,,,,
1705,Hey Qween,2018,,5.8,,1,0,1,0,0.638,81989,5,1,,2018-02-01,2018-02-01,1,,,en,,,,Wogan,El hormiguero 3.0
1706,Sammy & Co,2014,,5.8,,1,0,0,0,3.325,22267,0,0,,1999-12-31,,3,30,,,,,,,
1707,YooHoo & Friends (US),2012,all,6.1,,1,0,0,0,0.6,87848,6,1,,2019-03-15,2019-03-15,1,26,,en,,,,,
1708,Emogenius,2017,,3.8,,1,0,0,0,0.6,72338,3,1,,2018-12-16,2017-06-13,1,27,,,,,,,
1709,Chip and Potato,2018,all,6.9,,1,0,0,0,1.583,89504,9.3,3,,2019-05-15,2018-10-15,2,34,,,,,,Goosebumps,The Fairly OddParents
1710,Love Me Or Leave Me,2012,,5.6,,1,0,0,0,1.178,46591,8,1,,2013-02-21,2012-11-08,1,17,,zh,TW,True,TTV Main Channel,,
1711,The Land of Hypocrisy,2018,,7.3,,1,0,0,0,,,,,,,,,,,,,,,,
1712,LEGO Friends: Girls on a Mission,2018,all,7.0,,1,0,1,0,1.4,87547,5.5,2,,2019-06-24,2018-03-16,2,42,,en,,,,,
1713,Restaurant Australia,2015,,6.0,,1,0,0,0,,,,,,,,,,,,,,,,
1714,Sports on Fire,2015,,7.6,,1,0,0,0,,,,,,,,,,,,,,,,
1715,Yummy Mummies,2017,7+,4.0,,1,0,0,0,1.145,73272,3,1,,2017-08-08,2017-07-09,2,10,,en,AU,True,Seven Network,E!'s Pam: Girl on the Loose!,
1716,Robozuna,2018,7+,6.0,,1,0,0,0,0.948,83470,7,1,,2019-03-15,2018-10-25,2,20,,en,GB,True,Netflix,,
1717,Baby Animals in the Wild,2015,,7.7,,1,0,0,0,0.6,106866,0,0,,2015-12-01,2015-12-01,1,1,,,,,,,
1718,Chasing Cameron,2016,7+,3.6,,1,0,0,0,1.549,69273,6,3,,2016-12-27,2016-12-27,1,10,,en,US,True,Netflix,This Is Your Life,Who Do You Think You Are?
1719,The Could’ve-Gone-All-the-Way Committee,2018,,7.1,,1,0,0,0,1.511,81331,7,2,,2018-06-11,2018-04-23,1,8,,ja,JP,False,MBS,神様はじめました,君に届け
1720,Towies,2018,,,,1,0,0,0,0.608,80153,0,0,,2018-02-07,2018-02-07,1,,,,,,,,
1721,Juana Brava,2015,,7.1,,1,0,0,0,0.831,99139,0,0,,2015-12-13,2015-10-04,1,12,,es,CL,False,Televisión Nacional de Chile,,
1722,Pinky Malinky,2019,7+,5.6,,1,0,0,0,3.757,76705,6,2,,2019-07-17,2019-01-01,3,59,,en,,,,φなる・あぷろーち,Reno 911!
1723,Kibaoh Klashers,2017,7+,5.9,,1,0,0,0,1.4,79385,6,1,,2017-04-15,2017-02-01,2,30,,en,CN,True,Netflix,Goosebumps,The Fairly OddParents
1724,Kulipari: An Army of Frogs,2016,7+,6.9,,1,0,0,0,2.237,74222,6.7,3,,2016-09-02,2016-09-02,1,13,,en,US,False,Netflix,,
1725,Robot Trains,2017,all,5.4,,1,0,1,0,0.605,103631,0,0,,2017-07-15,2017-07-15,1,1,,,,,,,
1726,Tornado Hunters,2014,,5.6,,1,0,0,0,0.717,69391,7.5,4,,2014-10-27,2014-10-27,1,1,,en,,,,,
1727,Kahi Suni,2015,7+,6.7,,1,0,0,0,,,,,,,,,,,,,,,,
1728,"Lady, La Vendedora de Rosas",2016,,,,1,0,0,0,44.474,92396,0,0,,2015-06-15,,1,1,,es,,,,,
